time,open,high,low,close,Volume,%K,%D,Normalized Vol,Normalized Price,RROF Smooth,Signal Line,EoM +ve,EoM -ve,Compression +ve,Compression -ve
1739805900,0.83217,0.8322,0.83216,0.83219,31,94.99999999996948,81.66666666664725,80,57.77777777768526,31.146088878292613,20.040880988068686,NaN,NaN,NaN,NaN
1739805960,0.83219,0.83219,0.83214,0.83216,24,79.9999999999889,84.99999999998242,70,-50.555555555517934,27.5546878951948,22.653571352841446,NaN,NaN,NaN,NaN
1739806020,0.83217,0.83218,0.83215,0.83218,29,87.49999999999133,87.49999999998323,80,53.055555555613125,31.005425675222313,26.448050141759033,NaN,NaN,NaN,NaN
1739806080,0.83216,0.83219,0.8321,0.83211,41,43.749999999995666,70.41666666665863,90,-81.48148148142894,10.163517145382144,22.31715240460262,NaN,NaN,NaN,NaN
1739806140,0.83212,0.83218,0.83211,0.83214,18,62.49999999997398,64.58333333332034,60,27.751322751313708,0.9435479023124079,14.976236652495983,NaN,NaN,0,NaN
1739806200,0.83212,0.83215,0.83201,0.83202,55,5.263157894712239,37.17105263156064,100,-85.99439775912835,-21.4261609678652,1.1132984967806323,NaN,NaN,NaN,NaN
1739806260,0.83202,0.83203,0.83194,0.83198,41,15.384615384628523,27.71592442643825,90,-49.41798941795128,-37.504820347275654,-14.60437612899435,NaN,NaN,NaN,NaN
1739806320,0.83194,0.83196,0.83192,0.83192,24,0,6.882591093113594,70,-77.42424242424701,-53.36028467728855,-31.269904981942265,NaN,NaN,NaN,NaN
1739806380,0.83191,0.83197,0.83188,0.83194,23,18.75000000001301,11.37820512821385,70,40.37037037039321,-52.76313880393957,-42.11200452027313,NaN,NaN,NaN,NaN
1739806440,0.83196,0.83199,0.83186,0.83186,26,0,6.250000000004344,70,-89.74358974359085,-57.82591254303893,-50.446584908349,NaN,0,NaN,NaN
1739806500,0.83186,0.83186,0.8318,0.83182,25,5.000000000004163,7.9166666666723975,70,-60,-65.01014316734619,-57.25794480817055,NaN,NaN,NaN,NaN
1739806560,0.83184,0.83184,0.8318,0.83183,30,7.499999999992367,4.166666666665516,80,6.944444444328795,-69.22619975939314,-62.56905809204233,NaN,NaN,0,NaN
1739806620,0.8318,0.83184,0.83178,0.83184,38,14.285714285725614,8.928571428574054,90,64.72222222223763,-50.21699602962601,-59.42901150518391,NaN,NaN,NaN,NaN
1739806680,0.83184,0.83187,0.83184,0.83185,21,16.666666666666668,12.817460317461558,60,19.444444444369058,-30.210715193845886,-49.829757216242946,NaN,NaN,0,NaN
1739806740,0.83185,0.83186,0.83178,0.83182,24,9.756097560984855,13.569492837792387,70,-36.990740740713186,-22.407013756007416,-39.13276402202874,NaN,NaN,NaN,NaN
1739806800,0.83181,0.83186,0.8318,0.83182,32,9.756097560984855,12.059620596212135,80,1.3888888888734676,-17.975176808841713,-29.319751764561406,NaN,NaN,0,NaN
1739806860,0.83182,0.83182,0.83174,0.83174,43,0,6.504065040656577,90,-94.4444444444393,-32.41750797107065,-27.456514318404007,NaN,NaN,NaN,NaN
1739806920,0.83174,0.83176,0.8317,0.83174,14,8.333333333341043,6.029810298108639,50,1.0276816434876915e-11,-42.217302579150065,-31.31378786082792,NaN,NaN,NaN,0
1739806980,0.83172,0.83174,0.83168,0.83173,48,10.638297872339923,6.3238770685603285,100,15.972222222141268,-41.26707034040857,-35.38763022036973,NaN,NaN,0,NaN
1739807040,0.83174,0.83174,0.83169,0.8317,18,5.714285714290246,8.228638973323745,50,-62.22222222225121,-43.37078684717623,-39.42562107239657,NaN,0,NaN,NaN
