time,open,high,low,close,Volume,%K,%D,Normalized Vol,Normalized Price,RROF Smooth,Signal Line,EoM +ve,EoM -ve,Compression +ve,Compression -ve
1739775060,2895.48,2895.995,2895.38,2895.725,191,53.150406504059816,52.23262191873571,60,36.200176608503035,-7.666254341494287,0.9546430213813096,NaN,NaN,NaN,NaN
1739775120,2895.78,2896.295,2895.43,2895.47,232,42.66517357222135,49.06860019800462,70,-57.4643861145542,-21.766508108111367,-9.652181495504177,NaN,NaN,NaN,NaN
1739775180,2895.44,2895.575,2895.19,2895.55,154,43.443557582670586,46.4197125529839,50,20.497100938325417,-26.949042619531053,-17.510557817766777,NaN,NaN,0,NaN
1739775240,2895.75,2896.065,2895.495,2895.99,193,44.4141689373194,43.507633364070436,60,64.82205513780349,-11.914550441807174,-17.219019093890086,NaN,NaN,NaN,NaN
1739775300,2896.07,2896.345,2895.855,2896.265,217,49.715099715093515,45.85760874502782,70,55.112044817927625,16.671964022817857,-6.422985337963306,NaN,NaN,NaN,NaN
1739775360,2896.23,2896.8,2895.955,2896.515,386,56.83760683760019,50.32229183000436,100,43.73495924775646,43.57586020468509,11.543927496140126,NaN,NaN,0,NaN
1739775420,2896.54,2896.745,2896.225,2896.225,301,46.038863976079114,50.863856842924264,80,-63.49852071006276,36.666979143001875,23.791739006603862,NaN,NaN,NaN,NaN
1739775480,2896.225,2897.325,2896.162,2897.185,329,72.2495894909611,58.37535343488012,90,86.15649183147849,40.70894939370717,33.49130811722848,NaN,NaN,NaN,NaN
1739775540,2897.19,2897.355,2896.23,2896.675,319,71.30801687764271,63.19882344822762,80,-50.569060258898524,31.23656760205394,35.5228838297528,NaN,NaN,NaN,NaN
1739775600,2896.73,2897.325,2896.47,2897.135,417,90.71729957806708,78.09163531555696,100,62.45029239768677,36.288681785824615,36.36175640060994,NaN,NaN,NaN,NaN
1739775660,2897.125,2897.815,2896.965,2897.33,463,82.86219081271591,81.62916908947523,100,27.063197026009338,41.41372371305084,37.60119509634205,NaN,NaN,0,NaN
1739775720,2897.305,2897.82,2896.915,2897.82,204,100,91.19316346359432,60,83.50828729282397,52.23889126769495,42.593165409731135,0,NaN,NaN,NaN
1739775780,2897.805,2897.85,2897.42,2897.745,193,96.17486338797733,93.01235140023107,60,11.95466981717783,57.877608276384706,48.426580584370605,NaN,NaN,0,NaN
1739775840,2897.63,2897.92,2896.925,2897.9,188,99.26739926739994,98.48075421845908,60,59.11222780570005,63.70311590962924,55.05725437791308,NaN,NaN,NaN,NaN
1739775900,2897.83,2899.095,2897.54,2899.095,276,100,98.48075421845908,80,89.4032677898454,71.82274877869031,62.23003590730423,NaN,NaN,NaN,NaN
1739775960,2899.05,2899.275,2898.015,2898.46,289,80.04895960832198,93.10545295857396,80,-51.12300443712093,63.19881775534506,64.15923596272258,NaN,NaN,NaN,NaN
1739776020,2898.465,2898.855,2898.28,2898.38,369,76.32275132275306,85.45723697702499,90,-29.73544973544928,47.76306820665516,59.49084656575801,NaN,NaN,NaN,0
1739776080,2898.375,2898.375,2897.825,2898.115,438,66.08187134502091,74.15119409203197,100,-38.53927625774235,24.015432435344206,47.204966782425785,NaN,NaN,NaN,0
1739776140,2898.142,2898.835,2898.09,2898.62,233,80.27108433734435,74.22523566837276,70,65.64478259905711,19.981269545963595,35.83184442536938,NaN,NaN,NaN,NaN
1739776200,2898.63,2899.21,2898.575,2899.16,113,96.30581432700848,80.88625666979122,50,81.16704161977209,25.466640075504035,29.201968669070833,0,NaN,NaN,NaN
1739776260,2899.215,2901.04,2899.155,2900.58,551,90.56990569905655,89.04893478780309,100,73.98190045248641,40.09187879516337,30.53757973287116,NaN,NaN,NaN,NaN
1739776320,2900.565,2900.965,2900,2900.85,726,96.04989604989487,94.30853869198661,100,51.64398968310572,52.36370076839669,37.50426071842803,NaN,NaN,NaN,NaN
1739776380,2900.835,2900.995,2900.05,2900.365,318,85.22975929977773,90.61652034957636,70,-53.074277915175664,47.78112929297029,42.63670904139333,NaN,NaN,NaN,NaN
1739776440,2900.31,2901.07,2900.09,2900.67,496,90.37304452466735,90.55089995811329,90,37.76210484193763,46.52496058851759,45.766054672365996,NaN,NaN,0,NaN
1739776500,2900.675,2900.705,2900.035,2900.335,571,82.31046931407721,85.97109104617408,100,-42.598360852732405,33.80524061552092,42.88591424283617,NaN,NaN,NaN,0
